i,j,k,Pijk_ogr (veraiatnosth X=i Y=j Z=K),sum Pijk_ogr (veraiatnosth X<=i Y<=j Z<=K),Pijk_neogr (veraiatnosth X=i Y=j Z=K),sum Pijk_neogr (veraiatnosth X<=i Y<=j Z<=K)
1,4,1,2.346890375e-05,0.9683431415,5.506908891e-06,0.9726602983
1,4,2,2.160948679e-06,0.9839123504,4.130181668e-07,0.984818552
1,4,3,1.326492634e-07,0.9848680621,1.376727223e-08,0.9852238271
2,0,0,0.007806468182,0.5542592409,0.008021291715,0.5695117118
2,0,1,0.001651522513,0.6715173393,0.001604258343,0.6834140541
2,0,2,0.0001520674093,0.6823141254,0.0001203193757,0.6919567298
2,0,3,9.334617718e-06,0.6829768833,4.010645858e-06,0.6922414857
2,1,0,0.002987646894,0.7663821704,0.003023409954,0.7841738185
2,1,1,0.0006320612589,0.9285166182,0.0006046819908,0.9410085823
2,1,2,5.819836993e-05,0.9434454885,4.535114931e-05,0.9527711895
2,1,3,3.572491552e-06,0.9443618933,1.511704977e-06,0.9531632764
2,2,0,0.0005345837051,0.8043376135,0.0004883969926,0.818850005
2,2,1,0.0001130955771,0.9745018472,9.767939852e-05,0.982620006
2,2,2,1.041351315e-05,0.990170077,7.325954889e-06,0.9949027561
2,2,3,6.392307519e-07,0.9911318671,2.441984963e-07,0.9953121811
2,3,0,7.971148865e-05,0.8099971292,4.383049934e-05,0.8219619705
2,3,1,1.686362065e-05,0.98135868,8.766099867e-06,0.9863543646
2,3,2,1.552753343e-06,0.9971371553,6.574574901e-07,0.9986837941
2,3,3,9.531535349e-08,0.9981057128,2.191524967e-08,0.9990947751
2,4,0,9.508589748e-06,0.810672239,2.36010381e-06,0.8221295378
2,4,1,2.011620322e-06,0.9821766149,4.720207621e-07,0.9865554454
2,4,2,1.852241725e-07,0.9979682411,3.540155716e-08,0.9988873885
2,4,3,1.136993686e-08,0.9989376059,1.180051905e-09,0.9992984532
3,0,0,0.0005576048701,0.5548168458,0.0003819662722,0.5698936781
3,0,1,0.0001179658938,0.6721929101,7.639325443e-05,0.6838724137
3,0,2,1.086195781e-05,0.6830005581,5.729494082e-06,0.6924208188
3,0,3,6.667584084e-07,0.6836639827,1.909831361e-07,0.6927057657
3,1,0,0.0002134033496,0.7671531786,0.0001439719026,0.7846997567
3,1,1,4.514723278e-05,0.9294507396,2.879438052e-05,0.9416397081
3,1,2,4.157026423e-06,0.9443946289,2.159578539e-06,0.9534102044
3,1,3,2.55177968e-07,0.9453119556,7.198595129e-08,0.9538025543
3,2,0,3.818455037e-05,0.8051468062,2.325699965e-05,0.8193992002
3,2,1,8.078255507e-06,0.9754822314,4.65139993e-06,0.9832790402
3,2,2,7.43822368e-07,0.991166224,3.488549947e-07,0.9955700282
3,2,3,4.565933942e-08,0.9921289817,1.162849982e-08,0.9959797278
3,3,0,5.693677761e-06,0.8108120156,2.087166635e-06,0.8225132528
3,3,1,1.204544332e-06,0.9823459624,4.17433327e-07,0.9870159034
3,3,2,1.109109531e-07,0.9981403113,3.130749953e-08,0.9993536022
3,3,3,6.808239535e-09,0.9991098433,1.043583318e-09,0.9997648588
3,4,0,6.79184982e-07,0.8114878047,1.123858957e-07,0.8226809326
3,4,1,1.436871658e-07,0.9831647202,2.247717915e-08,0.9872171191
3,4,2,1.323029803e-08,0.9989722333,1.685788436e-09,0.9995573331
3,4,3,8.121383472e-10,0.9999425733,5.619294787e-11,0.9999686735
4,0,0,3.186313544e-05,0.5548487089,1.091332206e-05,0.5699045914
4,0,1,6.740908216e-06,0.6722315141,2.182664412e-06,0.6838855097
4,0,2,6.206833032e-07,0.6830397828,1.636998309e-07,0.6924340785
4,0,3,3.810048048e-08,0.6837032456,5.456661031e-09,0.6927190308
4,1,0,1.219447712e-05,0.7671972362,4.113482931e-06,0.7847147835
4,1,1,2.579841873e-06,0.9295041179,8.226965862e-07,0.9416577402
4,1,2,2.37544367e-07,0.9444488655,6.170224396e-08,0.953428462
4,1,3,1.458159817e-08,0.9453662448,2.056741465e-09,0.9538208194
4,2,0,2.181974307e-06,0.8051930458,6.644857042e-07,0.8194148915
4,2,1,4.616146004e-07,0.9755382534,1.328971408e-07,0.9832978698
4,2,2,4.250413532e-08,0.9912231466,9.967285563e-09,0.9955890932
4,2,3,2.60910511e-09,0.9921859597,3.322428521e-10,0.9959988006
4,3,0,3.253530149e-07,0.8108585805,5.963333243e-08,0.8225290037
4,3,1,6.88311047e-08,0.9824023785,1.192666649e-08,0.9870348045
4,3,2,6.337768748e-09,0.9981976345,8.944999865e-10,0.9993727395
4,3,3,3.890422591e-10,0.9991672222,2.981666622e-11,0.999784004
4,4,0,3.88105704e-08,0.8115344084,3.211025592e-09,0.8226966867
4,4,1,8.210695191e-09,0.9832211833,6.422051185e-10,0.987236024
4,4,2,7.560170305e-10,0.9990296043,4.816538389e-11,0.9995764743
4,4,3,4.640790555e-11,1,1.605512796e-12,0.9999878227
