i,j,k,Pijk_ogr (veraiatnosth X=i Y=j Z=K),sum Pijk_ogr (veraiatnosth X<=i Y<=j Z<=K),Pijk_neogr (veraiatnosth X=i Y=j Z=K),sum Pijk_neogr (veraiatnosth X<=i Y<=j Z<=K)
1,3,2,6.828695977e-06,0.9957927174,6.486022729e-06,0.9960614639
1,3,3,4.097728256e-07,0.9975233381,3.459212122e-07,0.997563182
1,4,0,1.186381987e-05,0.7320900175,8.445342095e-06,0.7333748071
1,4,1,3.8094742e-06,0.9671642234,2.70250947e-06,0.9680547454
1,4,2,4.674676856e-07,0.9960106177,3.243011364e-07,0.996216338
1,4,3,2.805155699e-08,0.9977416171,1.729606061e-08,0.9977182896
1,5,0,6.091154631e-07,0.7320982406,2.533602628e-07,0.7333782275
1,5,1,1.955870594e-07,0.9671750868,8.107528411e-08,0.9680592603
1,5,2,2.400085292e-08,0.9960218052,9.729034093e-09,0.9962209842
1,5,3,1.440230661e-09,0.997752824,5.188818183e-10,0.9977229428
1,6,0,2.08489144e-08,0.7320985221,4.222671047e-09,0.7333782845
1,6,1,6.694589296e-09,0.9671754587,1.351254735e-09,0.9680593355
1,6,2,8.215055409e-10,0.9960221881,1.621505682e-10,0.9962210617
1,6,3,4.929647592e-11,0.9977532076,8.648030305e-12,0.9977230204
2,0,0,0.001155956318,0.5213362994,0.001158218344,0.5223564733
2,0,1,0.0003711777335,0.6887374572,0.0003706298702,0.6895105448
2,0,2,4.554791209e-05,0.7092795656,4.447558443e-05,0.7095690334
2,0,3,2.733215346e-06,0.7105122457,2.372031169e-06,0.7106388194
2,1,0,0.0004045966724,0.7038093987,0.0004053764206,0.705181239
2,1,1,0.0001299160474,0.9298026939,0.0001297204546,0.9308392355
2,1,2,1.594224053e-05,0.9575347527,1.556645455e-05,0.9579181951
2,1,3,9.566536528e-07,0.9591988836,8.302109093e-07,0.9593624063
2,2,0,6.075865501e-05,0.7312115521,6.080646308e-05,0.7326049539
2,2,1,1.950961252e-05,0.9660036825,1.945806819e-05,0.9670385391
2,2,2,2.394060947e-06,0.9948154629,2.334968182e-06,0.9951705693
2,2,3,1.436615603e-07,0.9965443851,1.245316364e-07,0.9966709443
2,3,0,5.199145622e-06,0.7335563668,5.067205257e-06,0.7348902634
2,3,1,1.669446378e-06,0.9691014175,1.621505682e-06,0.9700551477
2,3,2,2.048608793e-07,0.9980055901,1.945806819e-07,0.9982749339
2,3,3,1.229318477e-08,0.9997400566,1.037763637e-08,0.9997799891
2,4,0,3.559145961e-07,0.7337168842,2.533602628e-07,0.7350045289
2,4,1,1.14284226e-07,0.9693134772,8.107528411e-08,0.9702059782
2,4,2,1.402403057e-08,0.9982239746,9.729034093e-09,0.9984301521
2,4,3,8.415467098e-10,0.9999588207,5.188818183e-10,0.9999354414
2,5,0,1.827346389e-08,0.7337251256,7.600807885e-09,0.7350079569
2,5,1,5.867611782e-09,0.9693243648,2.432258523e-09,0.9702105031
2,5,2,7.200255876e-10,0.998235187,2.918710228e-10,0.9984348086
2,5,3,4.320691982e-11,0.9999700525,1.556645455e-11,0.9999401049
2,6,0,6.25467432e-10,0.7337254077,1.266801314e-10,0.735008014
2,6,1,2.008376789e-10,0.9693247375,4.053764206e-11,0.9702105785
2,6,2,2.464516623e-11,0.9982355707,4.864517047e-12,0.9984348862
2,6,3,1.478894278e-12,0.9999704369,2.594409092e-13,0.9999401826
3,0,0,1.541275091e-05,0.5213517122,1.544291126e-05,0.5223719163
3,0,1,4.949036447e-06,0.688757819,4.941731603e-06,0.6895309295
3,0,2,6.073054946e-07,0.7093005347,5.930077924e-07,0.709590011
3,0,3,3.644287128e-08,0.7105332512,3.162708226e-08,0.7106598287
3,1,0,5.394622299e-06,0.703830206,5.405018941e-06,0.7052020869
3,1,1,1.732213966e-06,0.9298301825,1.729606061e-06,0.9308667548
3,1,2,2.125632071e-07,0.9575630612,2.075527273e-07,0.9579465149
3,1,3,1.275538204e-08,0.9592272413,1.106947879e-08,0.9593907688
3,2,0,8.101154001e-07,0.7312331696,8.107528411e-07,0.7326266125
3,2,1,2.60128167e-07,0.9660322414,2.594409092e-07,0.9670671286
3,2,2,3.192081263e-08,0.9948448735,3.11329091e-08,0.9951999905
3,2,3,1.915487471e-09,0.9965738469,1.660421819e-09,0.9967004098
3,3,0,6.932194163e-08,0.7335780536,6.756273676e-08,0.7349119897
3,3,1,2.225928504e-08,0.969130068,2.162007576e-08,0.9700838264
3,3,2,2.731478391e-09,0.9980350951,2.594409092e-09,0.9983044468
3,3,3,1.639091303e-10,0.9997696129,1.383684849e-10,0.9998095465
3,4,0,4.745527948e-09,0.7337385758,3.378136838e-09,0.7350262585
3,4,1,1.52378968e-09,0.9693421339,1.081003788e-09,0.9702346613
3,4,2,1.869870742e-10,0.998253486,1.297204546e-10,0.9984596696
3,4,3,1.12206228e-11,0.9999883834,6.918424244e-12,0.9999650034
3,5,0,2.436461852e-10,0.7337468174,1.013441051e-10,0.7350296866
3,5,1,7.823482376e-11,0.9693530219,3.243011364e-11,0.9702391863
3,5,2,9.600341168e-12,0.9982646987,3.891613637e-12,0.9984643263
3,5,3,5.760922642e-13,0.9999996155,2.075527273e-13,0.9999696671
3,6,0,8.33956576e-12,0.7337470995,1.689068419e-12,0.7350297437
3,6,1,2.677835718e-12,0.9693533945,5.405018941e-13,0.9702392617
3,6,2,3.286022164e-13,0.9982650825,6.486022729e-14,0.9984644039
3,6,3,1.971859037e-14,1,3.459212122e-15,0.9999697448
